id,rolling_speed,elevation_speed,elevation_jerk,elevation,roll,elevation_acceleration,controller_input
852,0.013000000000000001,0.7,0.0,-10,-0.014,-0.1,-30.0
853,-0.0005,5.7,0.0,-20,-0.044,0.0,10.0
854,0.0002,3.5,0.0,20,-0.019,0.0,30.0
855,0.0131,4.8,-0.01,20,-0.018000000000000002,-0.1,-10.0
856,0.0062,2.1,0.0,-20,-0.022,0.1,20.0
857,0.0051,-1.2,0.01,-40,0.01,-0.1,-10.0
858,-0.0037,0.3,0.0,10,0.004,-0.3,-10.0
859,-0.0013,5.0,0.0,30,-0.009000000000000001,0.0,20.0
860,-0.0013,-5.2,0.0,-20,0.012,0.0,-20.0
861,-0.0029,10.1,0.0,-10,0.005,0.1,10.0
862,0.0062,-1.3,-0.01,-30,-0.021,0.3,20.0
863,-0.0047,5.7,0.01,0,0.006,-0.3,10.0
864,0.0044,-9.9,0.0,-20,0.032,0.0,-20.0
865,0.0012,-3.0,0.0,-30,0.032,-0.3,-40.0
866,0.0039,-8.9,-0.02,30,0.016,0.1,10.0
867,-0.0046,-2.0,0.0,0,-0.011,-0.1,-10.0
868,0.0045,2.5,-0.01,0,-0.013,0.4,40.0
869,-0.0033,2.8,0.0,-20,0.016,0.1,20.0
870,0.0127,-0.1,0.0,-30,0.018000000000000002,0.0,10.0
871,0.0056,6.9,0.0,50,-0.011,0.0,10.0
872,0.0051,-1.0,0.0,-20,-0.023,-0.1,10.0
873,-0.0063,2.1,0.0,0,0.004,0.1,10.0
874,-0.0057,-5.1,0.0,-20,0.01,0.0,-10.0
875,0.0055,-7.3,0.0,-10,-0.013,-0.1,-20.0
876,-0.0015,-4.0,0.0,-20,-0.038,-0.2,-10.0
877,0.0047,0.1,0.0,-10,-0.012,0.0,20.0
878,-0.0115,2.5,0.0,-30,-0.011,0.0,10.0
879,-0.0038,3.8,0.0,-30,-0.012,0.1,10.0
880,-0.0038,2.2,0.01,0,-0.005,0.0,20.0
881,0.0059,-2.0,0.01,-50,-0.009000000000000001,-0.2,-20.0
882,0.0059,1.5,0.0,-20,-0.008,0.3,10.0
883,0.0013,-0.1,0.0,0,0.017,-0.4,-20.0
884,-0.0093,-10.4,0.0,-40,0.023,0.2,-20.0
885,-0.0007,10.3,0.0,20,-0.008,-0.1,10.0
886,0.0024,6.0,0.0,-20,0.021,0.1,10.0
887,-0.0067,1.6,0.0,-30,0.005,0.1,-10.0
888,0.0024,-9.7,0.01,0,0.029,0.1,10.0
889,0.0041,-5.6,0.01,-20,-0.008,-0.2,-20.0
890,-0.005,3.0,0.0,-70,0.024,0.1,30.0
891,0.0059,-1.2,0.0,-30,0.023,-0.1,-10.0
892,-0.0038,0.4,-0.01,-40,0.013,0.3,-10.0
893,0.0048,-2.8,0.0,-50,-0.004,0.0,-30.0
894,0.0184,6.5,-0.01,10,-0.004,-0.1,10.0
895,-0.004,-1.0,0.0,-20,0.029,-0.2,-10.0
896,0.0053,-4.2,0.0,0,-0.006,-0.2,-10.0
897,0.0057,5.9,0.0,-20,-0.008,0.2,30.0
898,0.0025,4.6,0.0,-20,-0.008,0.2,50.0
899,-0.0081,-1.6,-0.02,-20,0.005,0.5,20.0
900,-0.0052,2.8,0.0,-40,0.002,0.5,10.0
901,-0.0001,2.6,0.0,-40,-0.004,0.2,10.0
902,-0.0025,-1.7,0.0,-10,-0.005,-0.1,-10.0
903,-0.0051,-1.2,0.0,-50,-0.012,0.1,10.0
904,0.0077,0.4,-0.01,-30,0.012,0.3,20.0
905,0.0008,6.8,0.0,-30,-0.027000000000000003,0.1,-10.0
906,0.0095,4.8,0.0,0,-0.017,-0.1,20.0
907,-0.0018,-11.5,-0.01,-40,-0.006999999999999999,0.1,-20.0
908,0.0024,7.2,0.0,30,-0.006999999999999999,-0.1,10.0
909,-0.0056,0.4,0.0,-10,-0.008,0.1,10.0
910,-0.0084,-0.5,0.0,10,0.005,-0.2,-40.0
911,-0.0036,-3.0,-0.01,-10,-0.01,0.0,-10.0
912,0.0044,-9.9,0.0,20,-0.009000000000000001,-0.2,-20.0
913,-0.0137,-4.5,0.01,10,-0.004,-0.1,10.0
914,-0.0056,-1.1,0.0,-40,0.015,0.1,10.0
915,-0.0034,4.4,0.0,-20,0.0,0.1,10.0
916,0.0014,6.4,0.0,-10,-0.013,0.0,10.0
917,0.0103,-6.2,0.0,-10,0.022,0.0,20.0
918,0.0011,-3.4,0.0,60,0.01,-0.3,10.0
919,-0.0023,-3.0,0.0,30,-0.011,-0.2,-10.0
920,-0.0059,2.8,0.0,-20,0.006,0.3,10.0
921,0.0121,-0.1,0.01,0,-0.004,-0.1,10.0
922,0.0018,-2.6,0.0,10,0.015,-0.3,-60.0
923,-0.0039,-12.3,-0.01,-60,0.037000000000000005,-0.1,-10.0
924,0.0102,-1.6,-0.01,-20,0.004,0.0,-20.0
925,-0.0013,0.7,0.0,-40,0.001,0.3,40.0
926,-0.0015,4.8,0.0,-30,0.025,0.1,20.0
927,0.0067,5.5,0.0,10,0.012,0.0,10.0
928,-0.0055,0.3,0.0,20,0.016,-0.1,-10.0
929,-0.0071,-7.9,0.0,10,0.036000000000000004,-0.1,-30.0
930,-0.0037,2.6,0.0,-20,-0.032,0.2,10.0
931,-0.0053,3.9,0.0,-50,-0.019,0.1,10.0
932,-0.0067,-2.3,0.0,-10,0.0,0.0,-10.0
933,-0.0021,4.4,-0.01,-40,-0.003,0.2,10.0
934,0.0042,-6.2,0.0,-20,-0.003,-0.2,-20.0
935,0.0047,8.9,0.0,-10,-0.025,0.1,40.0
936,-0.0039,3.0,0.0,-20,0.006,0.2,10.0
937,-0.0044,-6.4,0.0,-40,0.006,0.0,-10.0
938,0.0047,7.9,0.01,-20,0.042,0.2,20.0
939,-0.0078,2.0,0.0,30,-0.002,-0.1,10.0
940,0.0033,-4.7,0.0,-10,0.011,-0.1,-10.0
941,-0.0055,-2.1,0.0,-20,0.006,0.0,10.0
942,-0.006999999999999999,-4.1,0.01,0,0.012,-0.1,-40.0
943,-0.0113,-9.5,0.0,30,-0.006999999999999999,-0.1,-30.0
944,0.0043,-3.6,-0.01,40,0.0,-0.2,-10.0
945,-0.0031,4.4,0.01,10,-0.011,0.1,20.0
946,0.004,-2.1,0.0,-20,0.011,0.0,20.0
947,-0.005,0.0,0.0,-30,-0.011,0.0,10.0
948,0.0,2.7,0.0,-20,-0.009000000000000001,0.1,10.0
949,-0.0043,-9.5,0.0,-20,-0.011,0.0,-10.0
950,0.0086,5.5,0.0,20,0.015,-0.1,10.0
951,0.0011,-2.4,-0.02,-40,0.015,0.3,-10.0
952,0.0073,-1.5,0.0,-30,0.006,-0.3,-20.0
953,-0.0047,1.1,0.0,-10,-0.01,0.0,10.0
954,-0.0092,-2.8,0.02,-10,-0.002,0.2,10.0
955,0.0037,8.4,0.0,20,-0.006,0.1,30.0
956,0.0027,3.7,0.0,-40,-0.016,0.2,20.0
957,-0.0063,-2.9,0.0,-20,0.033,-0.1,-30.0
958,-0.006999999999999999,2.9,0.0,-10,-0.011,-0.2,-10.0
959,-0.0027,4.2,0.0,-20,-0.026,0.2,20.0
960,-0.0054,1.5,0.0,10,0.001,0.0,10.0
961,-0.002,-1.6,-0.02,-40,-0.01,0.4,10.0
962,0.0021,1.4,0.0,-40,0.004,0.4,40.0
963,-0.0068,-5.6,-0.01,-40,-0.006999999999999999,0.4,-10.0
964,0.004,1.2,-0.01,10,-0.025,-0.2,10.0
965,-0.0042,-11.1,0.0,-50,0.011,0.0,-50.0
966,0.0002,5.6,0.0,-20,-0.005,0.1,40.0
967,0.0072,1.1,0.0,-10,-0.012,0.1,20.0
968,-0.003,-6.8,0.0,-10,0.016,0.0,-30.0
969,0.0056,-0.7,0.0,-20,0.017,0.0,-10.0
970,-0.0008,-4.0,0.0,0,-0.002,-0.1,-10.0
971,-0.0064,9.8,0.0,-80,0.01,0.3,30.0
972,-0.0024,5.1,0.0,-40,0.023,0.3,30.0
973,0.0071,8.6,0.01,-30,-0.004,0.0,20.0
974,-0.0043,-1.2,-0.01,0,0.021,0.0,-10.0
975,0.0069,2.1,0.0,-60,-0.006,0.0,20.0
976,0.0048,-2.7,0.01,-10,0.008,-0.3,-30.0
977,-0.0007,-2.4,0.0,-20,0.024,-0.1,-10.0
978,0.0033,8.7,0.0,0,0.004,0.0,20.0
979,0.0039,-8.4,0.0,20,-0.005,-0.3,-40.0
980,0.0086,-1.9,0.01,-70,0.008,0.2,30.0
981,-0.005,2.1,0.0,-10,0.005,-0.2,10.0
982,-0.0009,-6.0,0.0,-70,-0.019,0.1,-10.0
983,0.0053,2.1,0.0,-20,0.006999999999999999,0.3,30.0
984,0.0033,4.9,0.0,30,0.012,-0.1,10.0
985,0.0018,3.8,0.0,-20,0.021,0.3,30.0
986,-0.0044,-5.4,0.0,-20,0.006,0.1,-20.0
987,-0.0049,8.0,0.01,-50,-0.003,0.0,10.0
988,0.0065,-2.3,0.0,40,0.034,-0.3,-20.0
989,0.0026,4.5,0.0,10,0.001,0.1,10.0
990,-0.0063,-4.1,0.0,-20,0.015,-0.1,-20.0
991,-0.0033,-4.3,-0.02,0,0.009000000000000001,0.1,-20.0
992,0.0027,-11.0,-0.03,-10,0.024,0.0,-10.0
993,-0.0044,-4.8,0.0,-50,0.005,0.0,-30.0
994,0.0006,3.1,0.0,-80,0.002,0.3,10.0
995,0.0083,-3.6,0.0,-20,-0.002,0.0,-20.0
996,-0.0027,6.8,0.0,-40,0.014,0.2,20.0
997,-0.0015,-5.2,0.01,30,0.034,-0.2,-20.0
998,0.0089,-6.2,-0.01,80,0.004,-0.2,-10.0
999,0.0083,-7.0,0.0,40,-0.009000000000000001,0.0,10.0
1000,0.0083,-5.1,0.0,-10,0.005,-0.1,-10.0
1001,0.0044,1.6,0.0,-40,-0.009000000000000001,0.4,30.0
1002,0.0017,-4.0,0.0,-10,0.003,-0.1,-20.0
1003,0.0009,-1.1,0.0,10,-0.012,-0.2,-20.0
1004,0.0074,-2.5,0.0,-20,0.016,0.1,10.0
1005,0.0066,-2.1,0.0,-20,-0.006,0.0,-10.0
1006,-0.0063,-1.9,0.0,-10,-0.013,-0.1,-20.0
1007,0.0027,-3.0,-0.02,10,-0.003,-0.3,-20.0
1008,-0.0026,-4.0,0.0,-30,0.006999999999999999,0.1,-10.0
1009,0.0078,3.4,0.0,-20,-0.011,0.2,40.0
1010,0.0071,7.4,0.0,0,0.012,0.2,10.0
1011,-0.0036,-3.5,0.0,-10,0.012,-0.2,-50.0
1012,-0.0033,2.9,0.01,0,-0.005,0.1,10.0
1013,-0.0078,-3.8,-0.01,-20,-0.02,-0.1,-10.0
1014,0.0078,-3.4,0.0,10,0.013,-0.2,-10.0
1015,-0.0023,6.6,0.01,-30,-0.015,0.3,40.0
1016,0.0048,2.8,0.0,-20,0.011,0.0,10.0
1017,-0.0018,-5.4,0.01,10,-0.003,-0.4,-40.0
1018,-0.0002,-4.1,0.0,20,-0.006,-0.1,-10.0
1019,0.0008,7.5,0.0,-30,0.005,0.1,10.0
1020,-0.0108,-2.6,0.0,-10,0.006999999999999999,0.1,-10.0
1021,-0.0066,-4.4,0.0,30,-0.005,0.0,-10.0
1022,-0.0048,0.4,0.0,30,0.003,-0.1,-10.0
1023,0.0022,6.3,0.0,10,0.009000000000000001,0.1,30.0
1024,0.001,4.1,0.0,-10,0.002,0.1,10.0
1025,0.0011,3.3,0.0,-10,0.009000000000000001,0.2,10.0
1026,-0.0009,-5.9,0.0,-20,0.035,-0.2,-30.0
1027,-0.0053,-2.7,0.01,-20,-0.004,-0.2,-10.0
1028,-0.0021,-8.2,0.0,-20,0.02,-0.2,-20.0
1029,0.0025,-1.5,0.0,-50,0.006999999999999999,0.0,-10.0
1030,-0.0051,-1.1,0.0,-40,0.003,0.1,-10.0
1031,0.0022,4.5,0.01,-20,-0.005,0.5,20.0
1032,-0.0058,-1.1,0.01,10,0.009000000000000001,0.2,-10.0
1033,-0.004,-4.3,0.0,-10,0.023,0.0,-10.0
1034,-0.0043,3.2,0.0,-40,-0.014,0.1,30.0
1035,-0.0007,3.4,0.0,-20,-0.021,0.1,10.0
1036,-0.0005,-4.0,0.0,-30,0.004,0.1,-10.0
1037,0.0066,2.5,0.0,-40,-0.014,0.2,20.0
1038,0.0005,-6.0,0.0,-10,-0.05,-0.3,-80.0
1039,0.0016,-2.3,0.0,0,-0.014,-0.1,-20.0
1040,0.0066,-4.5,0.0,-30,-0.006,0.1,-10.0
1041,-0.0088,0.0,0.0,10,0.01,-0.1,-10.0
1042,0.0047,-1.9,0.0,-30,-0.006999999999999999,0.1,10.0
1043,-0.0014,2.7,0.0,-10,-0.011,0.1,-10.0
1044,0.0055,-0.5,0.0,-50,-0.009000000000000001,0.1,10.0
1045,-0.0053,0.1,0.01,-10,0.03,-0.4,-20.0
1046,-0.003,9.3,0.01,-30,0.001,0.1,20.0
1047,-0.008,-5.0,0.0,-20,0.022,-0.3,-30.0
1048,-0.0047,-7.9,0.01,0,0.006,-0.1,-30.0
1049,0.0093,-1.7,0.0,10,-0.011,0.0,-10.0
1050,-0.002,9.2,0.0,-50,-0.005,0.4,80.0
1051,-0.0018,-6.1,0.0,10,-0.003,-0.1,-40.0
1052,0.0041,-3.4,0.0,-30,0.006999999999999999,-0.1,-10.0
1053,0.0079,-0.5,0.0,30,-0.005,-0.1,10.0
1054,0.0022,-3.1,0.0,-10,0.011,0.0,10.0
1055,0.0033,-1.4,-0.01,-10,-0.005,0.0,10.0
1056,-0.0039,-8.2,0.01,-30,0.006999999999999999,0.0,10.0
1057,-0.006999999999999999,-2.0,0.0,-30,0.012,0.2,30.0
1058,-0.0015,7.0,0.0,-20,-0.008,0.2,30.0
1059,-0.0077,0.0,0.02,-50,-0.016,0.0,-10.0
1060,0.0074,-2.9,0.0,-20,0.013,0.0,-10.0
1061,0.001,-2.4,0.0,20,0.009000000000000001,-0.2,-20.0
1062,-0.0021,-2.4,0.0,50,0.014,-0.4,-10.0
1063,-0.0057,-1.6,0.0,-30,0.018000000000000002,-0.2,-10.0
1064,-0.0081,-5.6,0.01,30,0.009000000000000001,-0.1,-10.0
1065,0.0088,-1.7,0.0,10,-0.02,0.0,10.0
1066,0.0063,-3.8,0.0,20,0.01,-0.2,-30.0
1067,0.0068,-0.2,0.0,-30,-0.006,0.1,10.0
1068,-0.0026,4.7,0.0,-10,0.016,0.1,20.0
1069,-0.0086,-2.8,0.0,-30,0.04,-0.2,-40.0
1070,-0.0042,1.7,0.0,40,-0.011,-0.1,-30.0
1071,-0.0003,7.0,0.01,20,0.006999999999999999,0.0,30.0
1072,-0.0021,7.6,0.0,0,-0.004,0.2,20.0
1073,-0.004,-2.3,0.0,0,0.009000000000000001,-0.1,-10.0
1074,0.0042,-6.5,0.0,-20,-0.004,-0.1,-20.0
1075,-0.0009,6.3,-0.01,-20,-0.016,0.2,10.0
1076,-0.0063,-2.2,0.0,-10,0.006999999999999999,0.0,-20.0
1077,-0.0047,1.2,0.0,20,-0.011,0.0,10.0
1078,-0.0081,1.8,0.0,-10,0.008,0.0,-10.0
1079,0.0063,-1.1,0.0,10,0.012,-0.1,10.0
1080,-0.0047,-4.5,0.0,-30,0.02,0.0,-20.0
1081,0.0055,7.2,0.0,-30,0.015,0.0,10.0
1082,0.0012,-7.0,0.0,0,0.012,-0.2,-20.0
1083,0.0056,-1.6,0.0,0,0.017,-0.2,-10.0
1084,0.0058,-1.7,0.01,-30,0.022,0.1,-10.0
1085,0.0013,-2.0,0.0,-10,0.017,-0.1,-10.0
1086,-0.0058,4.4,0.0,-20,-0.015,0.0,20.0
1087,-0.0124,-3.1,0.0,-20,-0.013,0.1,-40.0
1088,-0.0086,2.5,0.0,-40,0.005,0.2,30.0
1089,-0.0012,-8.9,0.0,-30,-0.003,-0.1,-50.0
1090,0.0042,-1.1,-0.01,0,-0.03,0.1,-20.0
1091,-0.0062,2.1,0.0,-10,0.038,0.1,20.0
1092,0.0029,1.6,-0.01,-50,0.012,0.2,-10.0
1093,0.0002,-8.5,0.0,-50,-0.001,0.1,-10.0
1094,0.0073,-5.2,-0.01,0,0.019,0.0,-10.0
1095,0.0016,4.2,0.0,0,-0.01,0.1,10.0
1096,-0.0025,-8.8,0.0,10,-0.006,-0.2,-40.0
1097,0.0015,3.4,0.0,10,0.02,0.1,40.0
1098,-0.0046,2.1,-0.01,-40,0.005,0.2,10.0
1099,0.0032,-5.7,0.0,-10,-0.016,-0.2,-20.0
1100,0.0101,-1.1,0.0,-60,0.018000000000000002,0.2,20.0
1101,-0.0076,-5.5,0.0,0,0.003,0.1,-10.0
1102,0.0082,-3.0,0.0,-30,-0.021,0.0,-10.0
1103,-0.0053,6.7,0.0,-10,-0.004,0.1,50.0
1104,0.0012,-2.3,0.0,-10,0.027000000000000003,-0.2,-20.0
1105,0.0066,-3.9,0.0,-30,-0.006,0.0,-10.0
1106,0.0033,6.4,0.0,0,0.01,0.1,20.0
1107,0.0025,6.9,0.02,20,-0.006999999999999999,-0.2,-10.0
1108,-0.0026,-5.9,0.01,20,0.017,-0.1,-20.0
1109,0.0046,-7.8,0.0,20,0.039,0.0,-20.0
1110,0.0054,-8.1,0.01,-50,0.031,0.0,-20.0
1111,0.0023,-4.2,0.0,-30,-0.006999999999999999,0.1,-20.0
1112,0.0072,-3.1,0.0,-10,-0.01,0.1,-20.0
1113,-0.0053,-9.7,-0.01,30,0.003,-0.2,-40.0
1114,-0.0021,-6.2,-0.02,-50,-0.006999999999999999,0.2,-10.0
1115,0.0004,3.5,0.0,-10,-0.001,0.1,10.0
1116,-0.0078,2.8,0.01,-40,-0.011,-0.1,-30.0
1117,0.0097,-4.5,0.0,10,0.02,-0.3,10.0
1118,-0.0056,-1.0,-0.01,-10,0.003,0.0,10.0
1119,-0.0041,-2.4,0.0,-20,-0.002,-0.1,-40.0
1120,0.0021,1.7,-0.01,-50,0.0,0.3,10.0
1121,0.0,-3.5,0.0,60,-0.039,-0.4,-10.0
1122,-0.0007,-1.3,0.0,0,0.023,-0.2,-20.0
1123,-0.0045,-2.6,0.0,10,0.02,-0.1,-20.0
1124,-0.0046,-8.6,0.0,-10,0.019,-0.1,-30.0
1125,-0.0063,-7.9,0.0,-10,0.005,0.1,-20.0
1126,-0.0082,-3.3,0.0,-20,0.021,-0.1,-20.0
1127,0.0023,-2.7,0.0,0,0.015,-0.1,-20.0
1128,-0.0086,1.4,0.0,10,-0.014,-0.2,-20.0
1129,-0.0096,-4.2,0.0,-50,0.006,-0.1,-40.0
1130,-0.0036,-2.8,0.0,-10,-0.01,-0.1,-40.0
1131,-0.003,-0.8,0.0,-10,0.001,-0.2,-30.0
1132,-0.0016,-3.8,0.0,-20,0.022,-0.2,-30.0
1133,0.0074,0.1,0.0,20,-0.005,-0.1,10.0
1134,0.0054,-2.8,0.01,0,-0.006999999999999999,-0.1,10.0
1135,0.0014,-6.6,0.0,-60,0.022,-0.2,-50.0
1136,0.0,-1.3,0.0,20,0.022,0.3,20.0
1137,0.001,4.0,0.0,-80,0.0,0.3,10.0
1138,0.0035,-5.8,0.0,30,-0.028,-0.1,-20.0
1139,0.0024,-2.2,0.0,0,-0.013,-0.2,-30.0
1140,-0.0029,-1.7,0.0,-10,0.015,-0.1,-10.0
1141,-0.0007,2.5,-0.01,20,-0.002,0.1,30.0
1142,0.0022,-9.1,0.01,10,0.036000000000000004,-0.1,-10.0
1143,-0.0055,2.9,0.0,-30,0.006,0.1,20.0
1144,-0.0006,-3.1,0.0,-20,0.015,-0.3,-40.0
1145,-0.0007,-2.1,0.0,-30,0.006,-0.1,10.0
1146,0.0053,-3.8,0.0,-20,0.006999999999999999,0.0,-10.0
1147,0.0006,3.3,0.0,-20,-0.001,0.2,10.0
1148,-0.0033,-4.8,0.0,-80,0.006,0.2,-10.0
1149,-0.0078,7.0,0.0,-80,0.003,0.3,-10.0
1150,0.0012,7.4,0.0,0,-0.004,0.1,30.0
1151,-0.011000000000000001,7.0,0.01,0,0.014,-0.5,-10.0
1152,-0.0052,6.7,0.0,30,-0.008,-0.1,30.0
1153,0.0001,-3.5,-0.02,-10,-0.014,0.0,-20.0
1154,0.0026,3.6,-0.01,-10,-0.017,0.2,40.0
1155,0.0101,-5.7,0.0,-20,0.027000000000000003,0.1,-20.0
1156,-0.0069,-0.1,0.01,-20,-0.01,-0.2,-10.0
1157,-0.0059,1.4,0.0,10,-0.013,0.0,-10.0
1158,-0.0026,4.2,0.0,30,0.003,0.0,10.0
1159,-0.0088,-7.7,0.0,70,-0.014,-0.3,-40.0
1160,0.0022,-3.7,0.0,-50,-0.008,0.0,-20.0
1161,-0.0004,5.3,0.0,-10,0.003,0.0,10.0
1162,-0.0023,-10.3,0.0,10,0.004,0.1,-20.0
1163,0.0054,-3.8,0.0,-10,0.021,0.1,10.0
1164,-0.0046,-6.2,-0.01,30,0.006999999999999999,0.0,-10.0
1165,-0.0033,-5.0,0.0,10,0.019,-0.1,-10.0
1166,0.0022,-4.2,0.0,0,-0.01,-0.3,-10.0
1167,-0.0064,-0.5,0.01,-40,-0.004,-0.1,-20.0
1168,-0.0003,3.0,0.0,-40,-0.048,0.3,20.0
1169,0.0002,-2.7,0.0,0,-0.002,-0.1,-20.0
1170,-0.0071,6.1,0.02,-20,0.003,-0.2,-10.0
1171,-0.0063,-3.4,0.0,-40,0.023,0.2,-10.0
1172,0.0037,1.7,0.0,-50,-0.025,0.2,20.0
1173,-0.0051,-4.2,0.0,-50,0.018000000000000002,0.0,-20.0
1174,0.0011,9.1,0.01,30,0.021,-0.1,20.0
1175,0.0046,-0.3,0.0,-10,-0.033,0.2,20.0
1176,-0.0029,-8.1,0.0,10,0.01,-0.2,-20.0
1177,-0.0064,6.0,0.0,20,0.0,0.0,10.0
1178,0.0035,-2.6,-0.01,10,0.011,0.1,10.0
1179,-0.005,-1.9,0.0,-40,0.003,0.0,-10.0
1180,0.0014,8.7,0.0,-10,0.02,0.1,10.0
1181,0.0038,-4.4,0.0,10,-0.01,-0.1,-20.0
1182,0.0073,0.2,0.0,80,-0.004,0.0,20.0
1183,0.0073,-3.2,0.0,-20,-0.005,0.1,10.0
1184,-0.0048,2.6,0.0,10,-0.02,0.3,20.0
1185,0.004,4.8,0.0,-30,-0.002,0.3,20.0
1186,-0.0096,-2.9,0.0,0,-0.018000000000000002,-0.1,-20.0
1187,0.0029,-3.5,0.0,40,0.002,-0.3,-20.0
1188,0.0014,-5.4,0.0,-20,-0.01,0.0,-10.0
1189,0.0038,6.3,-0.01,30,-0.027000000000000003,0.0,10.0
1190,-0.0027,6.2,0.0,-10,-0.009000000000000001,0.1,10.0
1191,0.002,3.7,0.0,0,0.015,0.0,10.0
1192,0.0053,-0.2,0.01,-40,0.03,0.0,10.0
1193,-0.0048,-7.6,0.01,-40,0.006999999999999999,0.1,-30.0
1194,0.0048,-10.0,0.0,-20,0.003,-0.1,-30.0
1195,-0.0003,-5.3,0.0,-10,0.013,0.0,-20.0
1196,0.006999999999999999,2.2,0.0,-10,0.012,-0.1,20.0
1197,-0.0004,-1.7,-0.01,-70,-0.025,0.4,20.0
1198,0.0017,-8.6,0.0,20,-0.015,-0.3,-40.0
1199,0.006999999999999999,3.3,0.0,-10,0.019,0.2,10.0
1200,0.0036,-2.4,0.01,30,0.013,0.1,20.0
1201,-0.0012,-3.3,0.0,-10,0.023,-0.1,-10.0
1202,-0.0008,1.7,0.0,20,-0.023,0.2,20.0
1203,-0.0048,-3.3,0.0,-10,-0.011,-0.1,-20.0
1204,0.0093,-2.8,0.0,-20,-0.009000000000000001,-0.3,-40.0
1205,-0.0021,6.6,0.0,30,-0.008,0.3,20.0
1206,0.0025,4.4,0.0,-10,0.029,0.0,10.0
1207,0.006999999999999999,0.0,0.0,0,0.013,0.0,10.0
1208,-0.0051,-3.8,0.0,0,-0.01,0.0,-10.0
1209,0.0086,-1.4,-0.01,-50,0.011,0.2,30.0
1210,-0.006,-1.7,0.01,-20,0.023,0.2,-10.0
1211,0.0042,3.5,0.0,0,-0.015,0.0,10.0
1212,-0.0032,-3.9,0.0,10,-0.005,-0.2,-20.0
1213,-0.0024,-2.0,0.0,-20,0.006999999999999999,-0.1,10.0
1214,-0.0049,-2.4,0.0,-20,-0.002,-0.1,-40.0
1215,0.0077,5.2,-0.01,10,-0.006999999999999999,-0.2,-20.0
1216,0.0067,7.1,0.0,-30,-0.013,0.0,30.0
1217,0.0009,-9.2,0.0,0,0.024,0.1,-10.0
1218,-0.0064,3.8,0.0,-10,0.041,-0.1,-10.0
1219,0.0026,9.1,0.01,-30,-0.028,0.2,10.0
1220,-0.0058,-1.5,0.0,0,-0.012,0.1,10.0
1221,0.0008,-0.8,-0.02,-20,0.028,0.2,-10.0
1222,0.0041,-2.3,0.0,-50,0.008,0.0,-40.0
1223,0.0006,-5.7,0.0,-20,0.0,0.0,-20.0
1224,0.0011,-0.1,0.0,0,0.001,-0.3,-20.0
1225,-0.0005,-3.8,0.0,10,-0.017,-0.1,-20.0
1226,0.0049,-4.7,0.0,-30,0.029,0.1,-20.0
1227,0.0116,4.5,-0.01,0,0.004,-0.2,20.0
1228,0.0064,12.4,0.0,20,-0.034,-0.1,10.0
1229,-0.0026,3.4,0.0,-10,-0.004,0.1,40.0
1230,-0.0065,-2.6,-0.01,-10,0.015,0.0,-30.0
1231,-0.0002,4.3,0.01,-10,-0.005,0.1,20.0
1232,-0.0045,-2.3,0.0,-10,0.008,-0.2,-40.0
1233,0.0047,-5.1,0.0,-70,-0.006999999999999999,0.1,-10.0
1234,-0.0042,2.2,0.0,-10,-0.013,0.0,20.0
1235,-0.0006,2.4,0.0,-10,0.013,0.1,20.0
1236,0.0035,10.7,0.01,-40,0.003,0.2,10.0
1237,0.0094,1.0,-0.01,-30,0.0,0.1,10.0
1238,-0.0009,-6.5,0.0,-10,0.022,0.0,-10.0
1239,0.0117,-0.9,-0.02,-60,0.017,0.2,20.0
1240,0.0012,-3.3,0.0,0,0.01,-0.1,10.0
1241,0.0049,-9.2,0.01,20,0.041,-0.1,-10.0
1242,0.0059,-0.3,0.01,-20,-0.011,0.1,10.0
1243,-0.0047,2.0,0.0,-60,-0.011,-0.2,-30.0
1244,0.0066,4.6,0.0,10,-0.004,0.0,10.0
1245,-0.0041,-4.2,0.0,-20,0.012,-0.1,-10.0
1246,-0.0094,-3.0,-0.01,-60,-0.011,0.2,-10.0
1247,0.0089,9.9,0.0,-30,-0.005,-0.3,-10.0
1248,-0.0054,-1.7,-0.02,10,0.022,0.2,10.0
1249,-0.0022,3.7,0.0,-30,0.024,0.1,30.0
1250,-0.0052,1.4,0.0,-50,-0.013,0.3,10.0
1251,-0.002,6.4,0.01,10,0.017,0.0,10.0
1252,0.002,5.9,0.0,-60,-0.032,0.2,20.0
1253,0.0066,-4.9,0.0,-30,-0.016,-0.2,-10.0
1254,-0.0008,5.3,0.0,20,-0.001,0.0,10.0
1255,-0.0052,3.8,0.0,0,-0.004,-0.1,10.0
1256,-0.0013,-5.2,0.0,-10,-0.003,-0.1,-10.0
1257,0.0001,3.2,0.0,-10,-0.006,0.1,10.0
1258,-0.0032,8.6,0.0,-30,0.033,0.2,50.0
1259,0.0062,-1.5,0.0,-10,-0.006,0.0,10.0
1260,0.0076,3.0,0.0,-10,-0.005,0.0,10.0
1261,0.0039,-1.6,-0.01,-10,-0.005,0.1,20.0
1262,0.0066,1.1,0.01,0,-0.004,-0.2,-10.0
1263,-0.0004,-7.4,0.0,-10,-0.027000000000000003,0.0,-20.0
1264,0.0048,-3.4,0.0,0,0.025,0.0,10.0
1265,-0.0002,-2.4,-0.01,-10,-0.046,0.0,-20.0
1266,-0.006,-2.4,0.0,-20,0.006999999999999999,0.0,-10.0
1267,0.0063,-4.9,0.0,20,-0.006,-0.3,10.0
